event_id,is_sse,final_cascade_size,time_to_sse_minutes,graph_nodes,graph_edges,graph_cross_edge_ratio,split
synthetic_sse_graph::00015444,0,2,,2,1,0.0,val
synthetic_sse_graph::00015445,0,2,,2,1,0.0,val
synthetic_sse_graph::00015446,0,1,,1,0,0.0,val
synthetic_sse_graph::00015447,0,1,,1,0,0.0,val
synthetic_sse_graph::00015448,0,1,,1,0,0.0,val
synthetic_sse_graph::00015449,0,1,,1,0,0.0,val
synthetic_sse_graph::00015450,0,9,,9,8,0.0,val
synthetic_sse_graph::00015451,0,2,,2,1,0.0,val
synthetic_sse_graph::00015452,0,1,,1,0,0.0,val
synthetic_sse_graph::00015453,0,1,,1,0,0.0,val
synthetic_sse_graph::00015454,0,1,,1,0,0.0,val
synthetic_sse_graph::00015455,0,10,,10,9,0.0,val
synthetic_sse_graph::00015456,0,16,,16,15,0.06666666666666667,val
synthetic_sse_graph::00015457,0,1,,1,0,0.0,val
synthetic_sse_graph::00015458,0,1,,1,0,0.0,val
synthetic_sse_graph::00015459,0,1,,1,0,0.0,val
synthetic_sse_graph::00015460,0,1,,1,0,0.0,val
synthetic_sse_graph::00015461,0,9,,9,8,0.0,val
synthetic_sse_graph::00015462,0,7,,7,6,0.0,val
synthetic_sse_graph::00015463,0,1,,1,0,0.0,val
synthetic_sse_graph::00015464,0,3,,3,2,0.0,val
synthetic_sse_graph::00015465,0,2,,2,1,0.0,val
synthetic_sse_graph::00015466,0,1,,1,0,0.0,val
synthetic_sse_graph::00015467,0,1,,1,0,0.0,val
synthetic_sse_graph::00015468,0,12,,12,11,0.0,val
synthetic_sse_graph::00015469,0,1,,1,0,0.0,val
synthetic_sse_graph::00015470,0,1,,1,0,0.0,val
synthetic_sse_graph::00015471,0,1,,1,0,0.0,val
synthetic_sse_graph::00015472,0,3,,3,2,0.0,val
synthetic_sse_graph::00015473,0,4,,4,3,0.0,val
synthetic_sse_graph::00015474,0,2,,2,1,0.0,val
synthetic_sse_graph::00015475,0,1,,1,0,0.0,val
synthetic_sse_graph::00015476,0,3,,3,2,0.0,val
synthetic_sse_graph::00015477,0,3,,3,2,0.0,val
synthetic_sse_graph::00015478,0,8,,8,7,0.0,val
synthetic_sse_graph::00015479,0,1,,1,0,0.0,val
synthetic_sse_graph::00015480,0,2,,2,1,0.0,val
synthetic_sse_graph::00015481,0,32,,32,31,0.0,val
synthetic_sse_graph::00015482,0,11,,11,10,0.0,val
synthetic_sse_graph::00015483,0,1,,1,0,0.0,val
synthetic_sse_graph::00015484,0,1,,1,0,0.0,val
synthetic_sse_graph::00015485,0,2,,2,1,0.0,val
synthetic_sse_graph::00015486,0,3,,3,2,0.0,val
synthetic_sse_graph::00015487,0,1,,1,0,0.0,val
synthetic_sse_graph::00015488,0,1,,1,0,0.0,val
synthetic_sse_graph::00015489,0,1,,1,0,0.0,val
synthetic_sse_graph::00015490,0,2,,2,1,0.0,val
synthetic_sse_graph::00015491,0,4,,4,3,0.0,val
synthetic_sse_graph::00015492,0,3,,3,2,0.0,val
synthetic_sse_graph::00015493,0,4,,4,3,0.0,val
synthetic_sse_graph::00015494,0,1,,1,0,0.0,val
synthetic_sse_graph::00015495,0,1,,1,0,0.0,val
synthetic_sse_graph::00015496,0,1,,1,0,0.0,val
synthetic_sse_graph::00015497,0,1,,1,0,0.0,val
synthetic_sse_graph::00015498,0,9,,9,8,0.0,val
synthetic_sse_graph::00015499,0,1,,1,0,0.0,val
synthetic_sse_graph::00015500,0,1,,1,0,0.0,val
synthetic_sse_graph::00015501,0,2,,2,1,0.0,val
synthetic_sse_graph::00015502,0,1,,1,0,0.0,val
synthetic_sse_graph::00015503,0,2,,2,1,0.0,val
synthetic_sse_graph::00015504,0,1,,1,0,0.0,val
synthetic_sse_graph::00015505,0,10,,10,9,0.0,val
synthetic_sse_graph::00015506,0,1,,1,0,0.0,val
synthetic_sse_graph::00015507,0,8,,8,7,0.14285714285714285,val
synthetic_sse_graph::00015508,0,1,,1,0,0.0,val
synthetic_sse_graph::00015509,0,1,,1,0,0.0,val
synthetic_sse_graph::00015510,0,5,,5,4,0.0,val
synthetic_sse_graph::00015511,0,1,,1,0,0.0,val
synthetic_sse_graph::00015512,0,1,,1,0,0.0,val
synthetic_sse_graph::00015513,0,2,,2,1,0.0,val
synthetic_sse_graph::00015514,0,1,,1,0,0.0,val
synthetic_sse_graph::00015515,0,1,,1,0,0.0,val
synthetic_sse_graph::00015516,0,4,,4,3,0.0,val
synthetic_sse_graph::00015517,0,1,,1,0,0.0,val
synthetic_sse_graph::00015518,0,1,,1,0,0.0,val
synthetic_sse_graph::00015519,0,2,,2,1,0.0,val
synthetic_sse_graph::00015520,0,4,,4,3,0.0,val
synthetic_sse_graph::00015521,0,4,,4,3,0.0,val
synthetic_sse_graph::00015522,0,5,,5,4,0.0,val
synthetic_sse_graph::00015523,0,1,,1,0,0.0,val
synthetic_sse_graph::00015524,0,4,,4,3,0.0,val
synthetic_sse_graph::00015525,0,6,,6,5,0.0,val
synthetic_sse_graph::00015526,0,5,,5,4,0.0,val
synthetic_sse_graph::00015527,0,3,,3,2,0.0,val
synthetic_sse_graph::00015528,0,18,,18,17,0.0,val
synthetic_sse_graph::00015529,0,2,,2,1,0.0,val
synthetic_sse_graph::00015530,0,1,,1,0,0.0,val
synthetic_sse_graph::00015531,0,3,,3,2,0.0,val
synthetic_sse_graph::00015532,0,1,,1,0,0.0,val
synthetic_sse_graph::00015533,0,1,,1,0,0.0,val
synthetic_sse_graph::00015534,0,1,,1,0,0.0,val
synthetic_sse_graph::00015535,0,2,,2,1,0.0,val
synthetic_sse_graph::00015536,0,35,,35,34,0.0,val
synthetic_sse_graph::00015537,1,2,240.0,2,1,0.0,val
synthetic_sse_graph::00015538,0,4,,4,3,0.0,val
synthetic_sse_graph::00015539,0,17,,17,16,0.0,val
synthetic_sse_graph::00015540,0,28,,28,27,0.037037037037037035,val
synthetic_sse_graph::00015541,0,3,,3,2,0.0,val
synthetic_sse_graph::00015542,0,3,,3,2,0.0,val
synthetic_sse_graph::00015543,0,4,,4,3,0.3333333333333333,val
synthetic_sse_graph::00015544,0,2,,2,1,0.0,val
synthetic_sse_graph::00015545,0,4,,4,3,0.0,val
synthetic_sse_graph::00015546,0,1,,1,0,0.0,val
synthetic_sse_graph::00015547,0,1,,1,0,0.0,val
synthetic_sse_graph::00015548,0,13,,13,12,0.0,val
synthetic_sse_graph::00015549,0,1,,1,0,0.0,val
synthetic_sse_graph::00015550,0,1,,1,0,0.0,val
synthetic_sse_graph::00015551,0,1,,1,0,0.0,val
synthetic_sse_graph::00015552,0,1,,1,0,0.0,val
synthetic_sse_graph::00015553,0,3,,3,2,0.0,val
synthetic_sse_graph::00015554,0,2,,2,1,0.0,val
synthetic_sse_graph::00015555,0,1,,1,0,0.0,val
synthetic_sse_graph::00015556,0,8,,8,7,0.0,val
synthetic_sse_graph::00015557,0,34,,34,33,0.0,val
synthetic_sse_graph::00015558,0,3,,3,2,0.0,val
synthetic_sse_graph::00015559,0,7,,7,6,0.0,val
synthetic_sse_graph::00015560,0,1,,1,0,0.0,val
synthetic_sse_graph::00015561,0,3,,3,2,0.5,val
synthetic_sse_graph::00015562,0,4,,4,3,0.0,val
synthetic_sse_graph::00015563,0,1,,1,0,0.0,val
synthetic_sse_graph::00015564,0,4,,4,3,0.0,val
synthetic_sse_graph::00015565,0,4,,4,3,0.0,val
synthetic_sse_graph::00015566,0,1,,1,0,0.0,val
synthetic_sse_graph::00015567,0,22,,22,21,0.047619047619047616,val
synthetic_sse_graph::00015568,0,1,,1,0,0.0,val
synthetic_sse_graph::00015569,1,3,120.0,3,2,0.0,val
synthetic_sse_graph::00015570,0,3,,3,2,0.0,val
synthetic_sse_graph::00015571,0,1,,1,0,0.0,val
synthetic_sse_graph::00015572,0,1,,1,0,0.0,val
synthetic_sse_graph::00015573,0,1,,1,0,0.0,val
synthetic_sse_graph::00015574,0,15,,15,14,0.0,val
synthetic_sse_graph::00015575,0,1,,1,0,0.0,val
synthetic_sse_graph::00015576,0,4,,4,3,0.0,val
synthetic_sse_graph::00015577,0,1,,1,0,0.0,val
synthetic_sse_graph::00015578,0,2,,2,1,0.0,val
synthetic_sse_graph::00015579,0,1,,1,0,0.0,val
synthetic_sse_graph::00015580,0,44,,44,43,0.023255813953488372,val
synthetic_sse_graph::00015581,0,22,,22,21,0.047619047619047616,val
synthetic_sse_graph::00015582,0,2,,2,1,0.0,val
synthetic_sse_graph::00015583,0,6,,6,5,0.0,val
synthetic_sse_graph::00015584,0,6,,6,5,0.0,val
synthetic_sse_graph::00015585,0,2,,2,1,0.0,val
synthetic_sse_graph::00015586,0,2,,2,1,0.0,val
synthetic_sse_graph::00015587,0,5,,5,4,0.0,val
synthetic_sse_graph::00015588,0,6,,6,5,0.0,val
synthetic_sse_graph::00015589,0,1,,1,0,0.0,val
synthetic_sse_graph::00015590,0,1,,1,0,0.0,val
synthetic_sse_graph::00015591,1,2,360.0,2,1,0.0,val
synthetic_sse_graph::00015592,0,1,,1,0,0.0,val
synthetic_sse_graph::00015593,0,3,,3,2,0.0,val
synthetic_sse_graph::00015594,0,1,,1,0,0.0,val
synthetic_sse_graph::00015595,0,1,,1,0,0.0,val
synthetic_sse_graph::00015596,0,1,,1,0,0.0,val
synthetic_sse_graph::00015597,0,15,,15,14,0.0,val
synthetic_sse_graph::00015598,0,1,,1,0,0.0,val
synthetic_sse_graph::00015599,0,1,,1,0,0.0,val
synthetic_sse_graph::00015600,0,2,,2,1,0.0,val
synthetic_sse_graph::00015601,0,1,,1,0,0.0,val
synthetic_sse_graph::00015602,0,2,,2,1,0.0,val
synthetic_sse_graph::00015603,1,6,320.0,6,5,0.2,val
synthetic_sse_graph::00015604,0,27,,27,26,0.0,val
synthetic_sse_graph::00015605,0,1,,1,0,0.0,val
synthetic_sse_graph::00015606,0,1,,1,0,0.0,val
synthetic_sse_graph::00015607,0,1,,1,0,0.0,val
synthetic_sse_graph::00015608,0,3,,3,2,0.0,val
synthetic_sse_graph::00015609,0,5,,5,4,0.0,val
synthetic_sse_graph::00015610,0,12,,12,11,0.09090909090909091,val
synthetic_sse_graph::00015611,0,1,,1,0,0.0,val
synthetic_sse_graph::00015612,0,12,,12,11,0.0,val
synthetic_sse_graph::00015613,0,1,,1,0,0.0,val
synthetic_sse_graph::00015614,0,3,,3,2,0.0,val
synthetic_sse_graph::00015615,0,1,,1,0,0.0,val
synthetic_sse_graph::00015616,0,19,,19,18,0.05555555555555555,val
synthetic_sse_graph::00015617,0,1,,1,0,0.0,val
synthetic_sse_graph::00015618,0,5,,5,4,0.0,val
synthetic_sse_graph::00015619,0,1,,1,0,0.0,val
synthetic_sse_graph::00015620,0,9,,9,8,0.0,val
synthetic_sse_graph::00015621,0,1,,1,0,0.0,val
synthetic_sse_graph::00015622,0,1,,1,0,0.0,val
synthetic_sse_graph::00015623,0,1,,1,0,0.0,val
synthetic_sse_graph::00015624,1,320,180.0,64,63,0.2222222222222222,val
synthetic_sse_graph::00015625,0,9,,9,8,0.0,val
synthetic_sse_graph::00015626,0,1,,1,0,0.0,val
synthetic_sse_graph::00015627,0,1,,1,0,0.0,val
synthetic_sse_graph::00015628,0,1,,1,0,0.0,val
synthetic_sse_graph::00015629,0,1,,1,0,0.0,val
synthetic_sse_graph::00015630,0,3,,3,2,0.0,val
synthetic_sse_graph::00015631,0,8,,8,7,0.0,val
synthetic_sse_graph::00015632,0,5,,5,4,0.0,val
synthetic_sse_graph::00015633,0,1,,1,0,0.0,val
synthetic_sse_graph::00015634,0,7,,7,6,0.0,val
synthetic_sse_graph::00015635,0,2,,2,1,0.0,val
synthetic_sse_graph::00015636,0,13,,13,12,0.0,val
synthetic_sse_graph::00015637,0,1,,1,0,0.0,val
synthetic_sse_graph::00015638,0,2,,2,1,0.0,val
synthetic_sse_graph::00015639,0,2,,2,1,1.0,val
synthetic_sse_graph::00015640,1,3,60.0,3,2,0.0,val
synthetic_sse_graph::00015641,0,2,,2,1,0.0,val
synthetic_sse_graph::00015642,0,1,,1,0,0.0,val
synthetic_sse_graph::00015643,1,320,140.0,64,63,0.06349206349206349,val
synthetic_sse_graph::00015644,0,15,,15,14,0.0,val
synthetic_sse_graph::00015645,0,9,,9,8,0.0,val
synthetic_sse_graph::00015646,0,5,,5,4,0.0,val
synthetic_sse_graph::00015647,0,8,,8,7,0.0,val
synthetic_sse_graph::00015648,0,1,,1,0,0.0,val
synthetic_sse_graph::00015649,0,1,,1,0,0.0,val
synthetic_sse_graph::00015650,0,1,,1,0,0.0,val
synthetic_sse_graph::00015651,0,22,,22,21,0.047619047619047616,val
synthetic_sse_graph::00015652,0,3,,3,2,0.0,val
synthetic_sse_graph::00015653,0,21,,21,20,0.0,val
synthetic_sse_graph::00015654,1,4,320.0,4,3,0.0,val
synthetic_sse_graph::00015655,0,1,,1,0,0.0,val
synthetic_sse_graph::00015656,0,7,,7,6,0.0,val
synthetic_sse_graph::00015657,0,1,,1,0,0.0,val
synthetic_sse_graph::00015658,0,1,,1,0,0.0,val
synthetic_sse_graph::00015659,0,1,,1,0,0.0,val
synthetic_sse_graph::00015660,0,1,,1,0,0.0,val
synthetic_sse_graph::00015661,0,1,,1,0,0.0,val
synthetic_sse_graph::00015662,0,18,,18,17,0.0,val
synthetic_sse_graph::00015663,0,2,,2,1,0.0,val
synthetic_sse_graph::00015664,0,1,,1,0,0.0,val
synthetic_sse_graph::00015665,0,1,,1,0,0.0,val
synthetic_sse_graph::00015666,0,2,,2,1,0.0,val
synthetic_sse_graph::00015667,0,1,,1,0,0.0,val
synthetic_sse_graph::00015668,0,1,,1,0,0.0,val
synthetic_sse_graph::00015669,0,5,,5,4,0.0,val
synthetic_sse_graph::00015670,0,1,,1,0,0.0,val
synthetic_sse_graph::00015671,0,7,,7,6,0.0,val
synthetic_sse_graph::00015672,0,2,,2,1,0.0,val
synthetic_sse_graph::00015673,0,1,,1,0,0.0,val
synthetic_sse_graph::00015674,0,1,,1,0,0.0,val
synthetic_sse_graph::00015675,0,1,,1,0,0.0,val
synthetic_sse_graph::00015676,0,2,,2,1,1.0,val
synthetic_sse_graph::00015677,1,320,300.0,64,63,0.047619047619047616,val
synthetic_sse_graph::00015678,0,2,,2,1,0.0,val
synthetic_sse_graph::00015679,0,1,,1,0,0.0,val
synthetic_sse_graph::00015680,0,32,,32,31,0.0,val
synthetic_sse_graph::00015681,0,2,,2,1,0.0,val
synthetic_sse_graph::00015682,0,1,,1,0,0.0,val
synthetic_sse_graph::00015683,0,1,,1,0,0.0,val
synthetic_sse_graph::00015684,0,2,,2,1,0.0,val
synthetic_sse_graph::00015685,0,2,,2,1,0.0,val
synthetic_sse_graph::00015686,0,58,,58,57,0.017543859649122806,val
synthetic_sse_graph::00015687,0,9,,9,8,0.0,val
synthetic_sse_graph::00015688,0,1,,1,0,0.0,val
synthetic_sse_graph::00015689,0,2,,2,1,0.0,val
synthetic_sse_graph::00015690,0,5,,5,4,0.0,val
synthetic_sse_graph::00015691,0,1,,1,0,0.0,val
synthetic_sse_graph::00015692,0,1,,1,0,0.0,val
synthetic_sse_graph::00015693,0,2,,2,1,0.0,val
synthetic_sse_graph::00015694,0,2,,2,1,0.0,val
synthetic_sse_graph::00015695,0,1,,1,0,0.0,val
synthetic_sse_graph::00015696,0,22,,22,21,0.0,val
synthetic_sse_graph::00015697,0,1,,1,0,0.0,val
synthetic_sse_graph::00015698,0,1,,1,0,0.0,val
synthetic_sse_graph::00015699,0,2,,2,1,0.0,val
synthetic_sse_graph::00015700,0,1,,1,0,0.0,val
synthetic_sse_graph::00015701,0,8,,8,7,0.0,val
synthetic_sse_graph::00015702,0,9,,9,8,0.0,val
synthetic_sse_graph::00015703,0,1,,1,0,0.0,val
synthetic_sse_graph::00015704,0,1,,1,0,0.0,val
synthetic_sse_graph::00015705,0,1,,1,0,0.0,val
synthetic_sse_graph::00015706,0,1,,1,0,0.0,val
synthetic_sse_graph::00015707,0,1,,1,0,0.0,val
synthetic_sse_graph::00015708,0,1,,1,0,0.0,val
synthetic_sse_graph::00015709,1,322,300.0,64,63,0.09523809523809523,val
synthetic_sse_graph::00015710,0,1,,1,0,0.0,val
synthetic_sse_graph::00015711,0,29,,29,28,0.0,val
synthetic_sse_graph::00015712,0,19,,19,18,0.0,val
synthetic_sse_graph::00015713,0,1,,1,0,0.0,val
synthetic_sse_graph::00015714,0,1,,1,0,0.0,val
synthetic_sse_graph::00015715,0,5,,5,4,0.0,val
synthetic_sse_graph::00015716,0,4,,4,3,0.0,val
synthetic_sse_graph::00015717,0,1,,1,0,0.0,val
synthetic_sse_graph::00015718,0,3,,3,2,0.0,val
synthetic_sse_graph::00015719,0,4,,4,3,0.0,val
synthetic_sse_graph::00015720,0,1,,1,0,0.0,val
synthetic_sse_graph::00015721,0,1,,1,0,0.0,val
synthetic_sse_graph::00015722,0,2,,2,1,0.0,val
synthetic_sse_graph::00015723,0,1,,1,0,0.0,val
synthetic_sse_graph::00015724,0,1,,1,0,0.0,val
synthetic_sse_graph::00015725,0,1,,1,0,0.0,val
synthetic_sse_graph::00015726,0,6,,6,5,0.0,val
synthetic_sse_graph::00015727,0,5,,5,4,0.0,val
synthetic_sse_graph::00015728,0,3,,3,2,0.0,val
synthetic_sse_graph::00015729,0,6,,6,5,0.0,val
synthetic_sse_graph::00015730,0,1,,1,0,0.0,val
synthetic_sse_graph::00015731,0,7,,7,6,0.0,val
synthetic_sse_graph::00015732,0,1,,1,0,0.0,val
synthetic_sse_graph::00015733,0,2,,2,1,0.0,val
synthetic_sse_graph::00015734,0,1,,1,0,0.0,val
synthetic_sse_graph::00015735,0,1,,1,0,0.0,val
synthetic_sse_graph::00015736,0,3,,3,2,0.0,val
synthetic_sse_graph::00015737,0,3,,3,2,0.5,val
synthetic_sse_graph::00015738,0,8,,8,7,0.0,val
synthetic_sse_graph::00015739,0,1,,1,0,0.0,val
synthetic_sse_graph::00015740,0,1,,1,0,0.0,val
synthetic_sse_graph::00015741,0,1,,1,0,0.0,val
synthetic_sse_graph::00015742,0,1,,1,0,0.0,val
synthetic_sse_graph::00015743,0,6,,6,5,0.0,val
synthetic_sse_graph::00015744,0,1,,1,0,0.0,val
synthetic_sse_graph::00015745,0,1,,1,0,0.0,val
synthetic_sse_graph::00015746,0,2,,2,1,0.0,val
synthetic_sse_graph::00015747,0,1,,1,0,0.0,val
synthetic_sse_graph::00015748,0,1,,1,0,0.0,val
synthetic_sse_graph::00015749,0,3,,3,2,0.0,val
synthetic_sse_graph::00015750,0,1,,1,0,0.0,val
synthetic_sse_graph::00015751,0,8,,8,7,0.14285714285714285,val
synthetic_sse_graph::00015752,0,1,,1,0,0.0,val
synthetic_sse_graph::00015753,0,20,,20,19,0.0,val
synthetic_sse_graph::00015754,0,26,,26,25,0.0,val
synthetic_sse_graph::00015755,0,2,,2,1,0.0,val
synthetic_sse_graph::00015756,0,4,,4,3,0.0,val
synthetic_sse_graph::00015757,0,6,,6,5,0.2,val
synthetic_sse_graph::00015758,0,1,,1,0,0.0,val
synthetic_sse_graph::00015759,0,1,,1,0,0.0,val
synthetic_sse_graph::00015760,0,4,,4,3,0.0,val
synthetic_sse_graph::00015761,0,5,,5,4,0.0,val
synthetic_sse_graph::00015762,0,1,,1,0,0.0,val
synthetic_sse_graph::00015763,0,3,,3,2,0.0,val
synthetic_sse_graph::00015764,0,9,,9,8,0.0,val
synthetic_sse_graph::00015765,0,18,,18,17,0.0,val
synthetic_sse_graph::00015766,0,1,,1,0,0.0,val
synthetic_sse_graph::00015767,0,3,,3,2,0.0,val
synthetic_sse_graph::00015768,0,9,,9,8,0.0,val
synthetic_sse_graph::00015769,0,1,,1,0,0.0,val
synthetic_sse_graph::00015770,0,4,,4,3,0.0,val
synthetic_sse_graph::00015771,0,1,,1,0,0.0,val
synthetic_sse_graph::00015772,0,1,,1,0,0.0,val
synthetic_sse_graph::00015773,0,13,,13,12,0.0,val
synthetic_sse_graph::00015774,0,1,,1,0,0.0,val
synthetic_sse_graph::00015775,0,1,,1,0,0.0,val
synthetic_sse_graph::00015776,0,1,,1,0,0.0,val
synthetic_sse_graph::00015777,0,1,,1,0,0.0,val
synthetic_sse_graph::00015778,0,9,,9,8,0.0,val
synthetic_sse_graph::00015779,0,1,,1,0,0.0,val
synthetic_sse_graph::00015780,1,4,180.0,4,3,0.0,val
synthetic_sse_graph::00015781,0,1,,1,0,0.0,val
synthetic_sse_graph::00015782,0,15,,15,14,0.0,val
synthetic_sse_graph::00015783,0,2,,2,1,0.0,val
synthetic_sse_graph::00015784,0,1,,1,0,0.0,val
synthetic_sse_graph::00015785,1,6,240.0,6,5,0.0,val
synthetic_sse_graph::00015786,0,2,,2,1,0.0,val
synthetic_sse_graph::00015787,0,1,,1,0,0.0,val
synthetic_sse_graph::00015788,0,19,,19,18,0.0,val
synthetic_sse_graph::00015789,0,2,,2,1,0.0,val
synthetic_sse_graph::00015790,0,4,,4,3,0.0,val
synthetic_sse_graph::00015791,0,2,,2,1,0.0,val
synthetic_sse_graph::00015792,0,12,,12,11,0.0,val
synthetic_sse_graph::00015793,0,4,,4,3,0.0,val
synthetic_sse_graph::00015794,0,20,,20,19,0.0,val
synthetic_sse_graph::00015795,0,1,,1,0,0.0,val
synthetic_sse_graph::00015796,0,1,,1,0,0.0,val
synthetic_sse_graph::00015797,0,1,,1,0,0.0,val
synthetic_sse_graph::00015798,0,1,,1,0,0.0,val
synthetic_sse_graph::00015799,0,1,,1,0,0.0,val
synthetic_sse_graph::00015800,0,1,,1,0,0.0,val
synthetic_sse_graph::00015801,0,1,,1,0,0.0,val
synthetic_sse_graph::00015802,0,2,,2,1,0.0,val
synthetic_sse_graph::00015803,0,2,,2,1,0.0,val
synthetic_sse_graph::00015804,0,2,,2,1,0.0,val
synthetic_sse_graph::00015805,0,1,,1,0,0.0,val
synthetic_sse_graph::00015806,0,7,,7,6,0.0,val
synthetic_sse_graph::00015807,0,1,,1,0,0.0,val
synthetic_sse_graph::00015808,0,1,,1,0,0.0,val
synthetic_sse_graph::00015809,0,1,,1,0,0.0,val
synthetic_sse_graph::00015810,0,2,,2,1,0.0,val
synthetic_sse_graph::00015811,0,1,,1,0,0.0,val
synthetic_sse_graph::00015812,0,4,,4,3,0.0,val
synthetic_sse_graph::00015813,0,1,,1,0,0.0,val
synthetic_sse_graph::00015814,0,4,,4,3,0.0,val
synthetic_sse_graph::00015815,0,23,,23,22,0.045454545454545456,val
synthetic_sse_graph::00015816,0,1,,1,0,0.0,val
synthetic_sse_graph::00015817,0,1,,1,0,0.0,val
synthetic_sse_graph::00015818,1,27,280.0,27,26,0.0,val
synthetic_sse_graph::00015819,0,2,,2,1,0.0,val
synthetic_sse_graph::00015820,0,4,,4,3,0.0,val
synthetic_sse_graph::00015821,0,1,,1,0,0.0,val
synthetic_sse_graph::00015822,0,1,,1,0,0.0,val
synthetic_sse_graph::00015823,0,14,,14,13,0.0,val
synthetic_sse_graph::00015824,0,18,,18,17,0.0,val
synthetic_sse_graph::00015825,0,2,,2,1,0.0,val
synthetic_sse_graph::00015826,0,3,,3,2,0.0,val
synthetic_sse_graph::00015827,0,4,,4,3,0.0,val
synthetic_sse_graph::00015828,0,11,,11,10,0.0,val
synthetic_sse_graph::00015829,0,9,,9,8,0.125,val
synthetic_sse_graph::00015830,0,1,,1,0,0.0,val
synthetic_sse_graph::00015831,0,31,,31,30,0.0,val
synthetic_sse_graph::00015832,0,2,,2,1,0.0,val
synthetic_sse_graph::00015833,0,1,,1,0,0.0,val
synthetic_sse_graph::00015834,1,8,280.0,8,7,0.0,val
synthetic_sse_graph::00015835,0,11,,11,10,0.1,val
synthetic_sse_graph::00015836,0,1,,1,0,0.0,val
synthetic_sse_graph::00015837,0,4,,4,3,0.0,val
synthetic_sse_graph::00015838,0,3,,3,2,0.0,val
synthetic_sse_graph::00015839,0,8,,8,7,0.0,val
synthetic_sse_graph::00015840,0,1,,1,0,0.0,val
synthetic_sse_graph::00015841,0,1,,1,0,0.0,val
synthetic_sse_graph::00015842,0,1,,1,0,0.0,val
synthetic_sse_graph::00015843,0,5,,5,4,0.0,val
synthetic_sse_graph::00015844,0,5,,5,4,0.0,val
synthetic_sse_graph::00015845,0,2,,2,1,0.0,val
synthetic_sse_graph::00015846,0,1,,1,0,0.0,val
synthetic_sse_graph::00015847,0,2,,2,1,0.0,val
synthetic_sse_graph::00015848,0,1,,1,0,0.0,val
synthetic_sse_graph::00015849,0,1,,1,0,0.0,val
synthetic_sse_graph::00015850,0,3,,3,2,0.0,val
synthetic_sse_graph::00015851,0,2,,2,1,0.0,val
synthetic_sse_graph::00015852,0,8,,8,7,0.0,val
synthetic_sse_graph::00015853,0,2,,2,1,0.0,val
synthetic_sse_graph::00015854,0,1,,1,0,0.0,val
synthetic_sse_graph::00015855,0,3,,3,2,0.0,val
synthetic_sse_graph::00015856,0,1,,1,0,0.0,val
synthetic_sse_graph::00015857,0,18,,18,17,0.0,val
synthetic_sse_graph::00015858,0,17,,17,16,0.125,val
synthetic_sse_graph::00015859,0,4,,4,3,0.3333333333333333,val
synthetic_sse_graph::00015860,0,1,,1,0,0.0,val
synthetic_sse_graph::00015861,0,3,,3,2,0.0,val
synthetic_sse_graph::00015862,0,3,,3,2,0.0,val
synthetic_sse_graph::00015863,0,4,,4,3,0.0,val
synthetic_sse_graph::00015864,0,2,,2,1,0.0,val
synthetic_sse_graph::00015865,0,1,,1,0,0.0,val
synthetic_sse_graph::00015866,0,7,,7,6,0.0,val
synthetic_sse_graph::00015867,0,1,,1,0,0.0,val
synthetic_sse_graph::00015868,0,13,,13,12,0.0,val
synthetic_sse_graph::00015869,0,5,,5,4,0.0,val
synthetic_sse_graph::00015870,0,2,,2,1,0.0,val
synthetic_sse_graph::00015871,0,2,,2,1,0.0,val
synthetic_sse_graph::00015872,0,1,,1,0,0.0,val
synthetic_sse_graph::00015873,0,3,,3,2,0.0,val
synthetic_sse_graph::00015874,0,9,,9,8,0.0,val
synthetic_sse_graph::00015875,0,11,,11,10,0.0,val
synthetic_sse_graph::00015876,0,4,,4,3,0.0,val
synthetic_sse_graph::00015877,0,1,,1,0,0.0,val
synthetic_sse_graph::00015878,0,3,,3,2,0.0,val
synthetic_sse_graph::00015879,0,2,,2,1,0.0,val
synthetic_sse_graph::00015880,0,1,,1,0,0.0,val
synthetic_sse_graph::00015881,0,1,,1,0,0.0,val
synthetic_sse_graph::00015882,0,4,,4,3,0.0,val
synthetic_sse_graph::00015883,0,1,,1,0,0.0,val
synthetic_sse_graph::00015884,0,1,,1,0,0.0,val
synthetic_sse_graph::00015885,0,1,,1,0,0.0,val
synthetic_sse_graph::00015886,0,9,,9,8,0.0,val
synthetic_sse_graph::00015887,0,2,,2,1,0.0,val
synthetic_sse_graph::00015888,0,1,,1,0,0.0,val
synthetic_sse_graph::00015889,0,2,,2,1,0.0,val
synthetic_sse_graph::00015890,0,1,,1,0,0.0,val
synthetic_sse_graph::00015891,0,1,,1,0,0.0,val
synthetic_sse_graph::00015892,0,3,,3,2,0.0,val
synthetic_sse_graph::00015893,0,4,,4,3,0.0,val
synthetic_sse_graph::00015894,0,1,,1,0,0.0,val
synthetic_sse_graph::00015895,0,1,,1,0,0.0,val
synthetic_sse_graph::00015896,0,44,,44,43,0.0,val
synthetic_sse_graph::00015897,0,1,,1,0,0.0,val
synthetic_sse_graph::00015898,0,1,,1,0,0.0,val
synthetic_sse_graph::00015899,0,2,,2,1,0.0,val
synthetic_sse_graph::00015900,0,2,,2,1,0.0,val
synthetic_sse_graph::00015901,0,1,,1,0,0.0,val
synthetic_sse_graph::00015902,0,2,,2,1,0.0,val
synthetic_sse_graph::00015903,0,3,,3,2,0.0,val
